Darkviolet	Dot	Iris-setosa	0,114493303	1,428174479	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,205519035	0,47605816	-0,989416645	-1,236417984	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,562614189	-1,143798576	-1,110850822	
Darkviolet	Dot	Iris-setosa	0,114493303	0,822282276	-1,092337932	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,205519035	0,47605816	-0,989416645	-1,236417984	
Darkviolet	Dot	Iris-setosa	-0,472195983	-1,947510653	-1,092337932	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,098848256	0,735726247	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,822282276	-1,092337932	-0,985283661	
Darkviolet	Dot	Iris-setosa	-0,418860594	-0,216390073	-1,092337932	-0,985283661	
Darkviolet	Dot	Iris-setosa	-0,472195983	0,562614189	-1,092337932	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,822282276	-0,937956001	-0,608582176	
Darkviolet	Dot	Iris-setosa	-0,098848256	1,081950363	-0,78357407	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,258854425	-1,947510653	-1,040877289	-0,985283661	
Darkviolet	Dot	Iris-setosa	-0,098848256	1,081950363	-0,937956001	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,365525204	0,562614189	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	0,007822524	0,995394334	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,649170218	-1,040877289	-1,110850822	
Darkgreen	Dot	Iris-versicolor	-2,445605402	0,562614189	0,657323957	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,59451181	0,562614189	0,554402669	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,861188759	0,47605816	0,760245244	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,114493303	-0,216390073	-1,555483727	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,6478472	0,216390073	0,605863313	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,221164083	0,216390073	0,554402669	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,541176421	0,649170218	0,657323957	0,647089439	
Darkgreen	Dot	Iris-versicolor	-0,205519035	-0,129834044	-0,063125056	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,70118259	0,302946102	0,605863313	0,270387954	
Darkgreen	Dot	Iris-versicolor	-0,045512866	0,129834044	0,245638806	0,395955116	
Darkgreen	Dot	Iris-versicolor	-2,552276181	-2,034066682	0,039796231	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,327834862	-1,947510653	0,400020738	0,521522277	
Darkgreen	Dot	Iris-versicolor	-2,498940791	-0,302946102	-1,555483727	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,434505641	0,302946102	0,657323957	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,167828693	0,302946102	0,091256875	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,754517979	0,47605816	0,502942025	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,167828693	-1,947510653	0,554402669	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,274499472	0,129834044	0,348560094	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,487841031	-0,302946102	0,554402669	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,167828693	-0,043278015	0,245638806	0,019253631	
Darkgreen	Dot	Iris-versicolor	0,327834862	0,562614189	0,708784601	0,898223762	
Darkgreen	Dot	Iris-versicolor	0,434505641	0,216390073	-1,555483727	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,541176421	-0,043278015	0,760245244	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,434505641	0,216390073	0,657323957	0,144820793	
Darkgreen	Dot	Iris-versicolor	0,59451181	0,302946102	0,451481382	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,70118259	-1,947510653	0,502942025	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,807853369	0,216390073	0,708784601	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,754517979	-1,947510653	-1,504023083	0,7726566	
Darkgreen	Dot	Iris-versicolor	-2,498940791	0,302946102	0,554402669	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,221164083	0,043278015	0,039796231	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,114493303	-0,129834044	0,194178163	0,019253631	
Darkgreen	Dot	Iris-versicolor	0,114493303	-0,129834044	0,142717519	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,274499472	0,129834044	0,245638806	0,144820793	
Darkgreen	Dot	Iris-versicolor	-2,498940791	0,129834044	0,863166532	0,647089439	
Darkgreen	Dot	Iris-versicolor	0,061157914	-1,947510653	0,554402669	0,521522277	
Darkgreen	Dot	Iris-versicolor	-2,498940791	0,735726247	0,554402669	0,647089439	
Darkgreen	Dot	Iris-versicolor	0,754517979	0,47605816	0,657323957	0,521522277	
Darkgreen	Dot	Iris-versicolor	0,541176421	-0,216390073	0,502942025	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,167828693	-1,947510653	0,348560094	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,114493303	-0,043278015	-1,555483727	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,114493303	0,043278015	0,502942025	0,144820793	
Darkgreen	Dot	Iris-versicolor	0,434505641	-1,947510653	0,605863313	0,395955116	
Darkgreen	Dot	Iris-versicolor	0,274499472	0,043278015	-1,555483727	0,144820793	
Darkgreen	Dot	Iris-versicolor	-2,552276181	-0,216390073	-0,063125056	-1,236417984	
Darkgreen	Dot	Iris-versicolor	0,167828693	0,129834044	0,400020738	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,221164083	-1,947510653	0,400020738	0,144820793	
Darkgreen	Dot	Iris-versicolor	0,221164083	0,302946102	0,400020738	0,270387954	
Darkgreen	Dot	Iris-versicolor	0,487841031	0,302946102	0,451481382	0,270387954	
Darkgreen	Dot	Iris-versicolor	-0,098848256	-0,043278015	-1,60694437	0,019253631	
Darkgreen	Dot	Iris-versicolor	0,221164083	0,216390073	0,348560094	0,270387954	
Crimson	Dot	Iris-virginica	0,541176421	0,649170218	-1,452562439	1,777193892	
Crimson	Dot	Iris-virginica	0,274499472	0,129834044	0,863166532	1,023790923	
Crimson	Dot	Iris-virginica	0,967859538	-1,947510653	1,274851682	1,274925246	
Crimson	Dot	Iris-virginica	0,541176421	0,302946102	1,120469751	0,898223762	
Crimson	Dot	Iris-virginica	0,6478472	-1,947510653	1,223391039	1,400492408	
Crimson	Dot	Iris-virginica	1,234536487	-1,947510653	1,635076189	1,274925246	
Crimson	Dot	Iris-virginica	-0,205519035	-0,043278015	0,554402669	0,7726566	
Crimson	Dot	Iris-virginica	1,074530317	0,302946102	1,480694258	0,898223762	
Crimson	Dot	Iris-virginica	0,754517979	-0,043278015	1,223391039	0,898223762	
Crimson	Dot	Iris-virginica	1,021194928	0,908838305	1,37777297	1,777193892	
Crimson	Dot	Iris-virginica	0,6478472	0,562614189	0,863166532	-1,110850822	
Crimson	Dot	Iris-virginica	0,59451181	0,129834044	0,96608782	1,023790923	
Crimson	Dot	Iris-virginica	0,807853369	-1,947510653	1,069009107	1,274925246	
Crimson	Dot	Iris-virginica	0,221164083	-0,043278015	-1,504023083	-1,110850822	
Crimson	Dot	Iris-virginica	0,274499472	0,216390073	0,863166532	1,651626731	
Crimson	Dot	Iris-virginica	0,59451181	0,562614189	0,96608782	1,526059569	
Crimson	Dot	Iris-virginica	0,6478472	-1,947510653	1,069009107	0,898223762	
Crimson	Dot	Iris-virginica	1,287871876	1,081950363	1,686536833	1,400492408	
Crimson	Dot	Iris-virginica	0,6478472	0,562614189	0,863166532	-1,110850822	
Crimson	Dot	Iris-virginica	-2,498940791	-0,302946102	-1,504023083	0,521522277	
Crimson	Dot	Iris-virginica	0,861188759	0,562614189	1,171930395	1,526059569	
Crimson	Dot	Iris-virginica	0,167828693	0,216390073	0,760245244	-1,110850822	
Crimson	Dot	Iris-virginica	1,287871876	0,216390073	1,686536833	-1,110850822	
Crimson	Dot	Iris-virginica	0,541176421	0,129834044	0,760245244	0,898223762	
Crimson	Dot	Iris-virginica	0,754517979	0,649170218	1,171930395	1,274925246	
Crimson	Dot	Iris-virginica	1,021194928	0,562614189	-1,452562439	0,898223762	
Crimson	Dot	Iris-virginica	0,487841031	0,216390073	0,708784601	0,898223762	
Crimson	Dot	Iris-virginica	0,434505641	-1,947510653	0,760245244	0,898223762	
Crimson	Dot	Iris-virginica	0,59451181	0,216390073	1,120469751	1,274925246	
Crimson	Dot	Iris-virginica	1,021194928	-1,947510653	1,223391039	0,647089439	
Crimson	Dot	Iris-virginica	1,127865707	0,216390073	1,37777297	1,023790923	
Crimson	Dot	Iris-virginica	1,394542656	1,081950363	1,532154901	-1,110850822	
Crimson	Dot	Iris-virginica	0,59451181	0,216390073	1,120469751	1,400492408	
Crimson	Dot	Iris-virginica	0,541176421	0,216390073	0,863166532	0,521522277	
Crimson	Dot	Iris-virginica	0,434505641	0,043278015	1,120469751	0,395955116	
Crimson	Dot	Iris-virginica	1,287871876	-1,947510653	1,37777297	1,526059569	
Crimson	Dot	Iris-virginica	0,541176421	0,735726247	1,120469751	1,651626731	
Crimson	Dot	Iris-virginica	0,59451181	0,47605816	1,069009107	0,898223762	
Crimson	Dot	Iris-virginica	-2,498940791	-1,947510653	0,708784601	0,898223762	
Crimson	Dot	Iris-virginica	0,861188759	0,47605816	1,017548463	1,274925246	
Crimson	Dot	Iris-virginica	0,754517979	0,47605816	1,120469751	1,651626731	
Crimson	Dot	Iris-virginica	0,861188759	0,47605816	0,863166532	1,526059569	
Crimson	Dot	Iris-virginica	0,274499472	0,129834044	0,863166532	1,023790923	
Crimson	Dot	Iris-virginica	0,807853369	0,562614189	1,274851682	1,526059569	
Crimson	Dot	Iris-virginica	0,754517979	0,649170218	1,171930395	1,777193892	
Crimson	Dot	Iris-virginica	0,754517979	-1,947510653	0,914627176	1,526059569	
Crimson	Dot	Iris-virginica	0,541176421	-0,043278015	-1,504023083	1,023790923	
Crimson	Dot	Iris-virginica	0,6478472	-1,947510653	0,914627176	-1,110850822	
Crimson	Dot	Iris-virginica	0,487841031	0,735726247	1,017548463	1,526059569	
Crimson	Dot	Iris-virginica	0,327834862	-1,947510653	0,863166532	0,898223762	
